theta(град)   d_times   d_db
160.910455   0.093758   -10.279913
161.000500   0.092837   -10.322803
161.090545   0.091920   -10.365883
161.180590   0.091009   -10.409154
161.270635   0.090103   -10.452618
161.360680   0.089202   -10.496277
161.450725   0.088305   -10.540133
161.540770   0.087414   -10.584188
161.630815   0.086528   -10.628443
161.720860   0.085647   -10.672901
161.810905   0.084770   -10.717564
161.900950   0.083899   -10.762434
161.990995   0.083033   -10.807513
162.081040   0.082171   -10.852802
162.171085   0.081315   -10.898305
162.261131   0.080463   -10.944023
162.351176   0.079617   -10.989959
162.441221   0.078775   -11.036115
162.531266   0.077938   -11.082493
162.621311   0.077106   -11.129095
162.711356   0.076279   -11.175924
162.801401   0.075457   -11.222982
162.891446   0.074640   -11.270272
162.981491   0.073828   -11.317796
163.071536   0.073020   -11.365557
163.161581   0.072218   -11.413557
163.251626   0.071420   -11.461798
163.341671   0.070627   -11.510284
163.431716   0.069839   -11.559018
163.521761   0.069056   -11.608001
163.611806   0.068277   -11.657236
163.701851   0.067504   -11.706727
163.791896   0.066735   -11.756477
163.881941   0.065971   -11.806488
163.971986   0.065211   -11.856762
164.062031   0.064457   -11.907304
164.152076   0.063707   -11.958117
164.242121   0.062962   -12.009203
164.332166   0.062222   -12.060565
164.422211   0.061486   -12.112207
164.512256   0.060756   -12.164133
164.602301   0.060030   -12.216345
164.692346   0.059308   -12.268846
164.782391   0.058592   -12.321642
164.872436   0.057880   -12.374734
164.962481   0.057173   -12.428126
165.052526   0.056470   -12.481823
165.142571   0.055772   -12.535827
165.232616   0.055079   -12.590144
165.322661   0.054390   -12.644776
165.412706   0.053707   -12.699727
165.502751   0.053027   -12.755002
165.592796   0.052353   -12.810604
165.682841   0.051683   -12.866539
165.772886   0.051017   -12.922809
165.862931   0.050357   -12.979420
165.952976   0.049701   -13.036375
166.043021   0.049049   -13.093680
166.133066   0.048402   -13.151338
166.223112   0.047760   -13.209355
166.313157   0.047122   -13.267736
166.403202   0.046489   -13.326485
166.493247   0.045861   -13.385606
166.583292   0.045237   -13.445106
166.673337   0.044617   -13.504990
166.763382   0.044002   -13.565262
166.853427   0.043392   -13.625928
166.943472   0.042786   -13.686994
167.033517   0.042185   -13.748465
167.123562   0.041588   -13.810347
167.213607   0.040995   -13.872645
167.303652   0.040408   -13.935366
167.393697   0.039824   -13.998516
167.483742   0.039245   -14.062101
167.573787   0.038671   -14.126128
167.663832   0.038101   -14.190602
167.753877   0.037536   -14.255531
167.843922   0.036975   -14.320922
167.933967   0.036418   -14.386781
168.024012   0.035866   -14.453115
168.114057   0.035319   -14.519932
168.204102   0.034776   -14.587239
168.294147   0.034237   -14.655044
168.384192   0.033703   -14.723355
168.474237   0.033173   -14.792179
168.564282   0.032647   -14.861525
168.654327   0.032126   -14.931401
168.744372   0.031610   -15.001815
168.834417   0.031097   -15.072777
168.924462   0.030589   -15.144296
169.014507   0.030086   -15.216379
169.104552   0.029587   -15.289038
169.194597   0.029092   -15.362282
169.284642   0.028601   -15.436120
169.374687   0.028115   -15.510563
169.464732   0.027634   -15.585621
169.554777   0.027156   -15.661305
169.644822   0.026683   -15.737625
169.734867   0.026214   -15.814594
169.824912   0.025750   -15.892222
169.914957   0.025290   -15.970522
170.005002   0.024834   -16.049505
170.095047   0.024383   -16.129185
170.185092   0.023936   -16.209573
170.275138   0.023493   -16.290684
170.365183   0.023054   -16.372530
170.455228   0.022620   -16.455126
170.545273   0.022190   -16.538487
170.635318   0.021764   -16.622626
170.725363   0.021342   -16.707559
170.815408   0.020925   -16.793302
170.905453   0.020512   -16.879871
170.995498   0.020104   -16.967282
171.085543   0.019699   -17.055553
171.175588   0.019299   -17.144701
171.265633   0.018903   -17.234744
171.355678   0.018511   -17.325702
171.445723   0.018123   -17.417593
171.535768   0.017740   -17.510437
171.625813   0.017361   -17.604254
171.715858   0.016986   -17.699067
171.805903   0.016615   -17.794897
171.895948   0.016249   -17.891767
171.985993   0.015887   -17.989700
172.076038   0.015528   -18.088720
172.166083   0.015175   -18.188852
172.256128   0.014825   -18.290123
172.346173   0.014479   -18.392559
172.436218   0.014138   -18.496187
172.526263   0.013801   -18.601038
172.616308   0.013467   -18.707140
172.706353   0.013139   -18.814524
172.796398   0.012814   -18.923223
172.886443   0.012493   -19.033270
172.976488   0.012177   -19.144699
173.066533   0.011864   -19.257546
173.156578   0.011556   -19.371849
173.246623   0.011252   -19.487646
173.336668   0.010952   -19.604978
173.426713   0.010656   -19.723887
173.516758   0.010365   -19.844416
173.606803   0.010077   -19.966612
173.696848   0.009794   -20.090521
173.786893   0.009514   -20.216193
173.876938   0.009239   -20.343680
173.966983   0.008968   -20.473036
174.057028   0.008701   -20.604318
174.147073   0.008438   -20.737584
174.237119   0.008179   -20.872896
174.327164   0.007924   -21.010320
174.417209   0.007674   -21.149922
174.507254   0.007427   -21.291775
174.597299   0.007185   -21.435953
174.687344   0.006946   -21.582534
174.777389   0.006712   -21.731600
174.867434   0.006482   -21.883240
174.957479   0.006255   -22.037543
175.047524   0.006033   -22.194607
175.137569   0.005815   -22.354533
175.227614   0.005601   -22.517428
175.317659   0.005391   -22.683406
175.407704   0.005185   -22.852587
175.497749   0.004983   -23.025098
175.587794   0.004785   -23.201074
175.677839   0.004591   -23.380659
175.767884   0.004401   -23.564005
175.857929   0.004216   -23.751273
175.947974   0.004034   -23.942638
176.038019   0.003856   -24.138283
176.128064   0.003683   -24.338406
176.218109   0.003513   -24.543217
176.308154   0.003347   -24.752944
176.398199   0.003186   -24.967830
176.488244   0.003028   -25.188136
176.578289   0.002875   -25.414145
176.668334   0.002725   -25.646161
176.758379   0.002580   -25.884514
176.848424   0.002438   -26.129561
176.938469   0.002301   -26.381692
177.028514   0.002167   -26.641330
177.118559   0.002038   -26.908938
177.208604   0.001912   -27.185022
177.298649   0.001791   -27.470139
177.388694   0.001673   -27.764902
177.478739   0.001560   -28.069990
177.568784   0.001450   -28.386153
177.658829   0.001345   -28.714229
177.748874   0.001243   -29.055154
177.838919   0.001146   -29.409977
177.928964   0.001052   -29.779883
178.019009   0.000962   -30.166213
178.109054   0.000877   -30.570498
178.199099   0.000795   -30.994491
178.289145   0.000718   -31.440216
178.379190   0.000644   -31.910025
178.469235   0.000575   -32.406673
178.559280   0.000509   -32.933418
178.649325   0.000447   -33.494149
178.739370   0.000390   -34.093559
178.829415   0.000336   -34.737387
178.919460   0.000286   -35.432754
179.009505   0.000241   -36.188639
179.099550   0.000199   -37.016595
179.189595   0.000161   -37.931836
179.279640   0.000127   -38.954966
179.369685   0.000097   -40.114870
179.459730   0.000072   -41.453855
179.549775   0.000050   -43.037509
179.639820   0.000032   -44.975706
179.729865   0.000018   -47.474409
179.819910   0.000008   -50.995955
179.909955   0.000002   -57.014929
180.000000   0.000000   -90.000000
180.000000   0.000000   -90.000000
180.090045   0.000002   -57.014929
180.180090   0.000008   -50.995955
180.270135   0.000018   -47.474409
180.360180   0.000032   -44.975706
180.450225   0.000050   -43.037509
180.540270   0.000072   -41.453855
180.630315   0.000097   -40.114870
180.720360   0.000127   -38.954966
180.810405   0.000161   -37.931836
180.900450   0.000199   -37.016595
180.990495   0.000241   -36.188639
181.080540   0.000286   -35.432754
181.170585   0.000336   -34.737387
181.260630   0.000390   -34.093559
181.350675   0.000447   -33.494149
181.440720   0.000509   -32.933418
181.530765   0.000575   -32.406673
181.620810   0.000644   -31.910025
181.710855   0.000718   -31.440216
181.800901   0.000795   -30.994491
181.890946   0.000877   -30.570498
181.980991   0.000962   -30.166213
182.071036   0.001052   -29.779883
182.161081   0.001146   -29.409977
182.251126   0.001243   -29.055154
182.341171   0.001345   -28.714229
182.431216   0.001450   -28.386153
182.521261   0.001560   -28.069990
182.611306   0.001673   -27.764902
182.701351   0.001791   -27.470139
182.791396   0.001912   -27.185022
182.881441   0.002038   -26.908938
182.971486   0.002167   -26.641330
183.061531   0.002301   -26.381692
183.151576   0.002438   -26.129561
183.241621   0.002580   -25.884514
183.331666   0.002725   -25.646161
183.421711   0.002875   -25.414145
183.511756   0.003028   -25.188136
183.601801   0.003186   -24.967830
183.691846   0.003347   -24.752944
183.781891   0.003513   -24.543217
183.871936   0.003683   -24.338406
183.961981   0.003856   -24.138283
184.052026   0.004034   -23.942638
184.142071   0.004216   -23.751273
184.232116   0.004401   -23.564005
184.322161   0.004591   -23.380659
184.412206   0.004785   -23.201074
184.502251   0.004983   -23.025098
184.592296   0.005185   -22.852587
184.682341   0.005391   -22.683406
184.772386   0.005601   -22.517428
184.862431   0.005815   -22.354533
184.952476   0.006033   -22.194607
185.042521   0.006255   -22.037543
185.132566   0.006482   -21.883240
185.222611   0.006712   -21.731600
185.312656   0.006946   -21.582534
185.402701   0.007185   -21.435953
185.492746   0.007427   -21.291775
185.582791   0.007674   -21.149922
185.672836   0.007924   -21.010320
185.762881   0.008179   -20.872896
185.852927   0.008438   -20.737584
185.942972   0.008701   -20.604318
186.033017   0.008968   -20.473036
186.123062   0.009239   -20.343680
186.213107   0.009514   -20.216193
186.303152   0.009794   -20.090521
186.393197   0.010077   -19.966612
186.483242   0.010365   -19.844416
186.573287   0.010656   -19.723887
186.663332   0.010952   -19.604978
186.753377   0.011252   -19.487646
186.843422   0.011556   -19.371849
186.933467   0.011864   -19.257546
187.023512   0.012177   -19.144699
187.113557   0.012493   -19.033270
187.203602   0.012814   -18.923223
187.293647   0.013139   -18.814524
187.383692   0.013467   -18.707140
187.473737   0.013801   -18.601038
187.563782   0.014138   -18.496187
187.653827   0.014479   -18.392559
187.743872   0.014825   -18.290123
187.833917   0.015175   -18.188852
187.923962   0.015528   -18.088720
188.014007   0.015887   -17.989700
188.104052   0.016249   -17.891767
188.194097   0.016615   -17.794897
188.284142   0.016986   -17.699067
188.374187   0.017361   -17.604254
188.464232   0.017740   -17.510437
188.554277   0.018123   -17.417593
188.644322   0.018511   -17.325702
188.734367   0.018903   -17.234744
188.824412   0.019299   -17.144701
188.914457   0.019699   -17.055553
189.004502   0.020104   -16.967282
189.094547   0.020512   -16.879871
189.184592   0.020925   -16.793302
189.274637   0.021342   -16.707559
189.364682   0.021764   -16.622626
189.454727   0.022190   -16.538487
189.544772   0.022620   -16.455126
189.634817   0.023054   -16.372530
189.724862   0.023493   -16.290684
189.814908   0.023936   -16.209573
189.904953   0.024383   -16.129185
189.994998   0.024834   -16.049505
190.085043   0.025290   -15.970522
190.175088   0.025750   -15.892222
190.265133   0.026214   -15.814594
190.355178   0.026683   -15.737625
190.445223   0.027156   -15.661305
190.535268   0.027634   -15.585621
190.625313   0.028115   -15.510563
190.715358   0.028601   -15.436120
190.805403   0.029092   -15.362282
190.895448   0.029587   -15.289038
190.985493   0.030086   -15.216379
191.075538   0.030589   -15.144296
191.165583   0.031097   -15.072777
191.255628   0.031610   -15.001815
191.345673   0.032126   -14.931401
191.435718   0.032647   -14.861525
191.525763   0.033173   -14.792179
191.615808   0.033703   -14.723355
191.705853   0.034237   -14.655044
191.795898   0.034776   -14.587239
191.885943   0.035319   -14.519932
191.975988   0.035866   -14.453115
192.066033   0.036418   -14.386781
192.156078   0.036975   -14.320922
192.246123   0.037536   -14.255531
192.336168   0.038101   -14.190602
192.426213   0.038671   -14.126128
192.516258   0.039245   -14.062101
192.606303   0.039824   -13.998516
192.696348   0.040408   -13.935366
192.786393   0.040995   -13.872645
192.876438   0.041588   -13.810347
192.966483   0.042185   -13.748465
193.056528   0.042786   -13.686994
193.146573   0.043392   -13.625928
193.236618   0.044002   -13.565262
193.326663   0.044617   -13.504990
193.416708   0.045237   -13.445106
193.506753   0.045861   -13.385606
193.596798   0.046489   -13.326485
193.686843   0.047122   -13.267736
193.776888   0.047760   -13.209355
193.866934   0.048402   -13.151338
193.956979   0.049049   -13.093680
194.047024   0.049701   -13.036375
194.137069   0.050357   -12.979420
194.227114   0.051017   -12.922809
194.317159   0.051683   -12.866539
194.407204   0.052353   -12.810604
194.497249   0.053027   -12.755002
194.587294   0.053707   -12.699727
194.677339   0.054390   -12.644776
194.767384   0.055079   -12.590144
194.857429   0.055772   -12.535827
194.947474   0.056470   -12.481823
195.037519   0.057173   -12.428126
195.127564   0.057880   -12.374734
195.217609   0.058592   -12.321642
195.307654   0.059308   -12.268846
195.397699   0.060030   -12.216345
195.487744   0.060756   -12.164133
195.577789   0.061486   -12.112207
195.667834   0.062222   -12.060565
195.757879   0.062962   -12.009203
195.847924   0.063707   -11.958117
195.937969   0.064457   -11.907304
196.028014   0.065211   -11.856762
196.118059   0.065971   -11.806488
196.208104   0.066735   -11.756477
196.298149   0.067504   -11.706727
196.388194   0.068277   -11.657236
196.478239   0.069056   -11.608001
196.568284   0.069839   -11.559018
196.658329   0.070627   -11.510284
196.748374   0.071420   -11.461798
196.838419   0.072218   -11.413557
196.928464   0.073020   -11.365557
197.018509   0.073828   -11.317796
197.108554   0.074640   -11.270272
197.198599   0.075457   -11.222982
197.288644   0.076279   -11.175924
197.378689   0.077106   -11.129095
197.468734   0.077938   -11.082493
197.558779   0.078775   -11.036115
197.648824   0.079617   -10.989959
197.738869   0.080463   -10.944023
197.828915   0.081315   -10.898305
197.918960   0.082171   -10.852802
198.009005   0.083033   -10.807513
198.099050   0.083899   -10.762434
198.189095   0.084770   -10.717564
198.279140   0.085647   -10.672901
198.369185   0.086528   -10.628443
198.459230   0.087414   -10.584188
198.549275   0.088305   -10.540133
198.639320   0.089202   -10.496277
198.729365   0.090103   -10.452618
198.819410   0.091009   -10.409154
198.909455   0.091920   -10.365883
198.999500   0.092837   -10.322803
199.089545   0.093758   -10.279913
199.179590   0.094685   -10.237210
199.269635   0.095616   -10.194693
199.359680   0.096553   -10.152361
199.449725   0.097494   -10.110210
199.539770   0.098441   -10.068241
199.629815   0.099393   -10.026450
199.719860   0.100350   -9.984836
199.809905   0.101312   -9.943399
199.899950   0.102279   -9.902135
199.989995   0.103251   -9.861044
200.080040   0.104229   -9.820124
200.170085   0.105211   -9.779374
200.260130   0.106199   -9.738791
200.350175   0.107192   -9.698375
200.440220   0.108190   -9.658124
200.530265   0.109193   -9.618037
200.620310   0.110202   -9.578111
200.710355   0.111216   -9.538346
200.800400   0.112234   -9.498741
200.890445   0.113258   -9.459293
200.980490   0.114288   -9.420002
201.070535   0.115322   -9.380866
201.160580   0.116362   -9.341884
201.250625   0.117407   -9.303054
201.340670   0.118457   -9.264376
201.430715   0.119513   -9.225848
201.520760   0.120574   -9.187469
201.610805   0.121640   -9.149237
201.700850   0.122711   -9.111152
201.790895   0.123788   -9.073211
201.880941   0.124870   -9.035415
201.970986   0.125957   -8.997761
202.061031   0.127050   -8.960249
202.151076   0.128148   -8.922877
202.241121   0.129251   -8.885645
202.331166   0.130360   -8.848550
202.421211   0.131474   -8.811593
202.511256   0.132594   -8.774772
202.601301   0.133718   -8.738086
202.691346   0.134849   -8.701533
202.781391   0.135984   -8.665114
202.871436   0.137125   -8.628826
202.961481   0.138272   -8.592669
203.051526   0.139423   -8.556642
203.141571   0.140581   -8.520743
203.231616   0.141743   -8.484973
203.321661   0.142911   -8.449329
203.411706   0.144085   -8.413811
203.501751   0.145264   -8.378418
203.591796   0.146449   -8.343148
203.681841   0.147639   -8.308002
203.771886   0.148834   -8.272978
203.861931   0.150035   -8.238075
203.951976   0.151241   -8.203293
204.042021   0.152453   -8.168630
204.132066   0.153671   -8.134085
204.222111   0.154894   -8.099658
204.312156   0.156122   -8.065348
204.402201   0.157356   -8.031155
204.492246   0.158596   -7.997076
204.582291   0.159841   -7.963111
204.672336   0.161092   -7.929261
204.762381   0.162348   -7.895523
204.852426   0.163610   -7.861896
204.942471   0.164878   -7.828381
205.032516   0.166151   -7.794977
205.122561   0.167429   -7.761682
205.212606   0.168714   -7.728496
205.302651   0.170004   -7.695418
205.392696   0.171299   -7.662447
205.482741   0.172600   -7.629584
205.572786   0.173907   -7.596826
205.662831   0.175220   -7.564173
205.752876   0.176538   -7.531625
205.842922   0.177862   -7.499180
205.932967   0.179191   -7.466839
206.023012   0.180526   -7.434600
206.113057   0.181867   -7.402463
206.203102   0.183213   -7.370427
206.293147   0.184566   -7.338492
206.383192   0.185924   -7.306656
206.473237   0.187287   -7.274920
206.563282   0.188657   -7.243282
206.653327   0.190032   -7.211741
206.743372   0.191412   -7.180299
206.833417   0.192799   -7.148952
206.923462   0.194191   -7.117702
207.013507   0.195589   -7.086547
207.103552   0.196993   -7.055487
207.193597   0.198403   -7.024521
207.283642   0.199818   -6.993649
207.373687   0.201239   -6.962870
207.463732   0.202666   -6.932184
207.553777   0.204099   -6.901589
207.643822   0.205538   -6.871086
207.733867   0.206982   -6.840673
207.823912   0.208432   -6.810351
207.913957   0.209888   -6.780119
208.004002   0.211350   -6.749976
208.094047   0.212818   -6.719921
208.184092   0.214291   -6.689955
208.274137   0.215771   -6.660076
208.364182   0.217256   -6.630284
208.454227   0.218747   -6.600579
208.544272   0.220244   -6.570960
208.634317   0.221747   -6.541427
208.724362   0.223255   -6.511979
208.814407   0.224770   -6.482615
208.904452   0.226291   -6.453336
208.994497   0.227817   -6.424140
209.084542   0.229349   -6.395027
209.174587   0.230887   -6.365997
209.264632   0.232432   -6.337050
209.354677   0.233982   -6.308184
209.444722   0.235537   -6.279400
209.534767   0.237099   -6.250696
209.624812   0.238667   -6.222073
209.714857   0.240241   -6.193530
209.804902   0.241821   -6.165067
209.894948   0.243406   -6.136682
209.984993   0.244998   -6.108377
210.075038   0.246595   -6.080150
210.165083   0.248199   -6.052000
210.255128   0.249808   -6.023929
210.345173   0.251424   -5.995934
210.435218   0.253045   -5.968016
210.525263   0.254673   -5.940174
210.615308   0.256306   -5.912408
210.705353   0.257946   -5.884718
210.795398   0.259591   -5.857103
210.885443   0.261242   -5.829562
210.975488   0.262900   -5.802096
211.065533   0.264563   -5.774704
211.155578   0.266233   -5.747386
211.245623   0.267908   -5.720140
211.335668   0.269590   -5.692968
211.425713   0.271277   -5.665868
211.515758   0.272971   -5.638840
211.605803   0.274670   -5.611884
211.695848   0.276376   -5.584999
211.785893   0.278087   -5.558186
211.875938   0.279805   -5.531443
211.965983   0.281529   -5.504771
212.056028   0.283259   -5.478168
212.146073   0.284994   -5.451636
212.236118   0.286736   -5.425173
212.326163   0.288484   -5.398779
212.416208   0.290238   -5.372453
212.506253   0.291998   -5.346197
212.596298   0.293764   -5.320008
212.686343   0.295537   -5.293887
212.776388   0.297315   -5.267834
212.866433   0.299099   -5.241847
212.956478   0.300890   -5.215928
213.046523   0.302686   -5.190075
213.136568   0.304489   -5.164289
213.226613   0.306297   -5.138569
213.316658   0.308112   -5.112914
213.406703   0.309933   -5.087324
213.496748   0.311760   -5.061800
213.586793   0.313593   -5.036341
213.676838   0.315432   -5.010946
213.766883   0.317277   -4.985615
213.856928   0.319128   -4.960349
213.946974   0.320985   -4.935146
214.037019   0.322849   -4.910006
214.127064   0.324718   -4.884930
214.217109   0.326594   -4.859917
214.307154   0.328476   -4.834966
214.397199   0.330364   -4.810078
214.487244   0.332258   -4.785252
214.577289   0.334158   -4.760488
214.667334   0.336064   -4.735785
214.757379   0.337976   -4.711144
214.847424   0.339894   -4.686563
214.937469   0.341819   -4.662044
215.027514   0.343749   -4.637586
215.117559   0.345686   -4.613187
215.207604   0.347628   -4.588849
215.297649   0.349577   -4.564571
215.387694   0.351532   -4.540352
215.477739   0.353493   -4.516193
215.567784   0.355460   -4.492094
215.657829   0.357433   -4.468053
215.747874   0.359412   -4.444071
215.837919   0.361398   -4.420147
215.927964   0.363389   -4.396282
216.018009   0.365387   -4.372475
216.108054   0.367390   -4.348725
216.198099   0.369400   -4.325034
216.288144   0.371416   -4.301400
216.378189   0.373437   -4.277823
216.468234   0.375465   -4.254303
216.558279   0.377499   -4.230840
216.648324   0.379539   -4.207433
216.738369   0.381585   -4.184083
216.828414   0.383637   -4.160790
216.918459   0.385696   -4.137552
217.008504   0.387760   -4.114370
217.098549   0.389830   -4.091243
217.188594   0.391907   -4.068173
217.278639   0.393989   -4.045157
217.368684   0.396078   -4.022196
217.458729   0.398172   -3.999290
217.548774   0.400273   -3.976439
217.638819   0.402379   -3.953643
217.728864   0.404492   -3.930900
217.818909   0.406611   -3.908212
217.908955   0.408735   -3.885578
217.999000   0.410866   -3.862997
218.089045   0.413003   -3.840470
218.179090   0.415146   -3.817997
218.269135   0.417294   -3.795576
218.359180   0.419449   -3.773209
218.449225   0.421610   -3.750895
218.539270   0.423776   -3.728633
218.629315   0.425949   -3.706424
218.719360   0.428128   -3.684267
218.809405   0.430312   -3.662163
218.899450   0.432503   -3.640110
218.989495   0.434699   -3.618110
219.079540   0.436902   -3.596161
219.169585   0.439110   -3.574264
219.259630   0.441325   -3.552418
219.349675   0.443545   -3.530624
219.439720   0.445771   -3.508880
219.529765   0.448003   -3.487188
219.619810   0.450241   -3.465546
219.709855   0.452485   -3.443955
219.799900   0.454735   -3.422415
219.889945   0.456991   -3.400925
219.979990   0.459252   -3.379485
220.070035   0.461520   -3.358096
220.160080   0.463793   -3.336756
220.250125   0.466072   -3.315466
220.340170   0.468357   -3.294226
220.430215   0.470648   -3.273035
220.520260   0.472945   -3.251894
220.610305   0.475248   -3.230801
220.700350   0.477556   -3.209758
220.790395   0.479870   -3.188764
220.880440   0.482190   -3.167819
220.970485   0.484516   -3.146923
221.060530   0.486847   -3.126075
221.150575   0.489184   -3.105276
221.240620   0.491527   -3.084525
221.330665   0.493876   -3.063822
221.420710   0.496230   -3.043167
221.510755   0.498590   -3.022560
221.600800   0.500956   -3.002001
221.690845   0.503328   -2.981490
221.780890   0.505705   -2.961027
221.870935   0.508088   -2.940610
221.960981   0.510477   -2.920242
222.051026   0.512871   -2.899920
222.141071   0.515271   -2.879646
222.231116   0.517676   -2.859418
222.321161   0.520087   -2.839238
222.411206   0.522504   -2.819104
222.501251   0.524926   -2.799017
222.591296   0.527354   -2.778977
222.681341   0.529788   -2.758983
222.771386   0.532227   -2.739035
222.861431   0.534671   -2.719134
222.951476   0.537121   -2.699278
223.041521   0.539577   -2.679469
223.131566   0.542038   -2.659706
223.221611   0.544504   -2.639988
223.311656   0.546976   -2.620316
223.401701   0.549454   -2.600690
223.491746   0.551936   -2.581110
223.581791   0.554425   -2.561574
223.671836   0.556918   -2.542084
223.761881   0.559417   -2.522640
223.851926   0.561922   -2.503240
223.941971   0.564432   -2.483886
224.032016   0.566947   -2.464576
224.122061   0.569467   -2.445311
224.212106   0.571993   -2.426091
224.302151   0.574524   -2.406916
224.392196   0.577061   -2.387785
224.482241   0.579602   -2.368699
224.572286   0.582149   -2.349657
224.662331   0.584701   -2.330659
224.752376   0.587259   -2.311706
224.842421   0.589821   -2.292796
224.932466   0.592389   -2.273931
225.022511   0.594962   -2.255110
225.112556   0.597540   -2.236332
225.202601   0.600123   -2.217598
225.292646   0.602711   -2.198908
225.382691   0.605304   -2.180262
225.472736   0.607903   -2.161659
225.562781   0.610506   -2.143100
225.652826   0.613115   -2.124584
225.742871   0.615728   -2.106111
225.832916   0.618346   -2.087681
225.922962   0.620970   -2.069295
226.013007   0.623598   -2.050951
226.103052   0.626231   -2.032651
226.193097   0.628870   -2.014394
226.283142   0.631513   -1.996179
226.373187   0.634161   -1.978007
226.463232   0.636813   -1.959878
226.553277   0.639471   -1.941791
226.643322   0.642133   -1.923747
226.733367   0.644801   -1.905746
226.823412   0.647473   -1.887787
226.913457   0.650149   -1.869870
227.003502   0.652831   -1.851995
227.093547   0.655517   -1.834163
227.183592   0.658207   -1.816372
227.273637   0.660903   -1.798624
227.363682   0.663603   -1.780918
227.453727   0.666307   -1.763254
227.543772   0.669017   -1.745631
227.633817   0.671730   -1.728051
227.723862   0.674449   -1.710512
227.813907   0.677171   -1.693015
227.903952   0.679899   -1.675559
227.993997   0.682630   -1.658145
228.084042   0.685366   -1.640772
228.174087   0.688107   -1.623441
228.264132   0.690852   -1.606151
228.354177   0.693601   -1.588903
228.444222   0.696355   -1.571695
228.534267   0.699112   -1.554529
228.624312   0.701875   -1.537404
228.714357   0.704641   -1.520320
228.804402   0.707412   -1.503278
228.894447   0.710187   -1.486276
228.984492   0.712966   -1.469315
229.074537   0.715749   -1.452394
229.164582   0.718536   -1.435515
229.254627   0.721327   -1.418676
229.344672   0.724123   -1.401878
229.434717   0.726922   -1.385121
229.524762   0.729726   -1.368404
229.614807   0.732533   -1.351728
229.704852   0.735344   -1.335092
229.794897   0.738160   -1.318497
229.884942   0.740979   -1.301942
229.974988   0.743802   -1.285427
230.065033   0.746629   -1.268953
230.155078   0.749459   -1.252519
230.245123   0.752294   -1.236125
230.335168   0.755132   -1.219771
230.425213   0.757974   -1.203457
230.515258   0.760819   -1.187184
230.605303   0.763669   -1.170950
230.695348   0.766522   -1.154756
230.785393   0.769378   -1.138603
230.875438   0.772238   -1.122489
230.965483   0.775101   -1.106414
231.055528   0.777968   -1.090380
231.145573   0.780839   -1.074385
231.235618   0.783713   -1.058430
231.325663   0.786590   -1.042515
231.415708   0.789471   -1.026639
231.505753   0.792355   -1.010803
231.595798   0.795242   -0.995006
231.685843   0.798133   -0.979249
231.775888   0.801027   -0.963531
231.865933   0.803924   -0.947853
231.955978   0.806824   -0.932214
232.046023   0.809727   -0.916614
232.136068   0.812633   -0.901053
232.226113   0.815543   -0.885532
232.316158   0.818455   -0.870050
232.406203   0.821371   -0.854607
232.496248   0.824289   -0.839204
232.586293   0.827211   -0.823839
232.676338   0.830135   -0.808513
232.766383   0.833062   -0.793227
232.856428   0.835992   -0.777979
232.946473   0.838925   -0.762771
233.036518   0.841860   -0.747601
233.126563   0.844798   -0.732470
233.216608   0.847739   -0.717378
233.306653   0.850683   -0.702325
233.396698   0.853629   -0.687310
233.486743   0.856577   -0.672335
233.576788   0.859528   -0.657398
233.666833   0.862482   -0.642499
233.756878   0.865438   -0.627640
233.846923   0.868397   -0.612819
233.936969   0.871358   -0.598036
234.027014   0.874321   -0.583292
234.117059   0.877286   -0.568587
234.207104   0.880254   -0.553920
234.297149   0.883224   -0.539292
234.387194   0.886196   -0.524702
234.477239   0.889170   -0.510150
234.567284   0.892147   -0.495637
234.657329   0.895125   -0.481162
234.747374   0.898106   -0.466726
234.837419   0.901088   -0.452327
234.927464   0.904073   -0.437967
235.017509   0.907059   -0.423646
235.107554   0.910047   -0.409362
235.197599   0.913037   -0.395117
235.287644   0.916029   -0.380910
235.377689   0.919022   -0.366741
235.467734   0.922017   -0.352610
235.557779   0.925014   -0.338517
235.647824   0.928012   -0.324462
235.737869   0.931012   -0.310445
235.827914   0.934014   -0.296467
235.917959   0.937017   -0.282526
236.008004   0.940021   -0.268623
236.098049   0.943027   -0.254758
236.188094   0.946034   -0.240931
236.278139   0.949043   -0.227142
236.368184   0.952052   -0.213391
236.458229   0.955063   -0.199678
236.548274   0.958076   -0.186002
236.638319   0.961089   -0.172365
236.728364   0.964103   -0.158765
236.818409   0.967119   -0.145203
236.908454   0.970135   -0.131678
236.998499   0.973152   -0.118192
237.088544   0.976171   -0.104743
237.178589   0.979190   -0.091331
237.268634   0.982210   -0.077958
237.358679   0.985230   -0.064622
237.448724   0.988252   -0.051323
237.538769   0.991274   -0.038062
237.628814   0.994297   -0.024839
237.718859   0.997320   -0.011654
237.808904   1.000344   0.001495
237.898949   1.003369   0.014605
237.988995   1.006394   0.027678
238.079040   1.009419   0.040714
238.169085   1.012444   0.053712
238.259130   1.015470   0.066673
238.349175   1.018497   0.079596
238.439220   1.021523   0.092482
238.529265   1.024550   0.105330
238.619310   1.027576   0.118141
238.709355   1.030603   0.130915
238.799400   1.033630   0.143651
238.889445   1.036657   0.156350
238.979490   1.039683   0.169011
239.069535   1.042710   0.181636
239.159580   1.045737   0.194223
239.249625   1.048763   0.206772
239.339670   1.051789   0.219285
239.429715   1.054814   0.231760
239.519760   1.057840   0.244198
