theta(град)   d_times   d_db
239.609805   1.060864   0.256599
239.699850   1.063889   0.268962
239.789895   1.066913   0.281289
239.879940   1.069936   0.293578
239.969985   1.072959   0.305830
240.060030   1.075981   0.318045
240.150075   1.079002   0.330223
240.240120   1.082023   0.342363
240.330165   1.085042   0.354467
240.420210   1.088061   0.366533
240.510255   1.091079   0.378562
240.600300   1.094096   0.390555
240.690345   1.097112   0.402510
240.780390   1.100127   0.414428
240.870435   1.103141   0.426309
240.960480   1.106153   0.438153
241.050525   1.109165   0.449960
241.140570   1.112175   0.461730
241.230615   1.115183   0.473463
241.320660   1.118191   0.485159
241.410705   1.121197   0.496818
241.500750   1.124201   0.508440
241.590795   1.127204   0.520025
241.680840   1.130205   0.531573
241.770885   1.133205   0.543084
241.860930   1.136203   0.554559
241.950976   1.139199   0.565996
242.041021   1.142193   0.577396
242.131066   1.145186   0.588760
242.221111   1.148177   0.600087
242.311156   1.151165   0.611376
242.401201   1.154152   0.622629
242.491246   1.157136   0.633845
242.581291   1.160119   0.645025
242.671336   1.163099   0.656167
242.761381   1.166077   0.667272
242.851426   1.169053   0.678341
242.941471   1.172026   0.689373
243.031516   1.174997   0.700368
243.121561   1.177966   0.711326
243.211606   1.180932   0.722248
243.301651   1.183895   0.733132
243.391696   1.186856   0.743980
243.481741   1.189814   0.754791
243.571786   1.192770   0.765565
243.661831   1.195722   0.776303
243.751876   1.198672   0.787004
243.841921   1.201619   0.797668
243.931966   1.204563   0.808295
244.022011   1.207504   0.818886
244.112056   1.210442   0.829439
244.202101   1.213377   0.839956
244.292146   1.216308   0.850437
244.382191   1.219237   0.860880
244.472236   1.222162   0.871287
244.562281   1.225084   0.881658
244.652326   1.228002   0.891991
244.742371   1.230917   0.902288
244.832416   1.233829   0.912548
244.922461   1.236736   0.922772
245.012506   1.239641   0.932958
245.102551   1.242541   0.943108
245.192596   1.245438   0.953222
245.282641   1.248331   0.963299
245.372686   1.251221   0.973339
245.462731   1.254106   0.983342
245.552776   1.256987   0.993309
245.642821   1.259865   1.003239
245.732866   1.262738   1.013133
245.822911   1.265607   1.022990
245.912956   1.268472   1.032810
246.003002   1.271333   1.042594
246.093047   1.274190   1.052341
246.183092   1.277042   1.062051
246.273137   1.279890   1.071725
246.363182   1.282733   1.081362
246.453227   1.285572   1.090963
246.543272   1.288406   1.100527
246.633317   1.291235   1.110054
246.723362   1.294060   1.119545
246.813407   1.296880   1.128999
246.903452   1.299696   1.138417
246.993497   1.302506   1.147798
247.083542   1.305312   1.157142
247.173587   1.308112   1.166450
247.263632   1.310908   1.175721
247.353677   1.313698   1.184956
247.443722   1.316483   1.194154
247.533767   1.319263   1.203315
247.623812   1.322038   1.212440
247.713857   1.324808   1.221529
247.803902   1.327572   1.230580
247.893947   1.330331   1.239596
247.983992   1.333084   1.248574
248.074037   1.335831   1.257516
248.164082   1.338573   1.266422
248.254127   1.341310   1.275291
248.344172   1.344040   1.284123
248.434217   1.346765   1.292919
248.524262   1.349484   1.301678
248.614307   1.352197   1.310401
248.704352   1.354905   1.319087
248.794397   1.357606   1.327737
248.884442   1.360301   1.336350
248.974487   1.362990   1.344927
249.064532   1.365673   1.353467
249.154577   1.368349   1.361970
249.244622   1.371020   1.370437
249.334667   1.373684   1.378867
249.424712   1.376341   1.387261
249.514757   1.378992   1.395619
249.604802   1.381637   1.403939
249.694847   1.384275   1.412224
249.784892   1.386906   1.420471
249.874937   1.389531   1.428682
249.964983   1.392149   1.436857
250.055028   1.394760   1.444995
250.145073   1.397364   1.453097
250.235118   1.399962   1.461162
250.325163   1.402552   1.469190
250.415208   1.405135   1.477182
250.505253   1.407712   1.485137
250.595298   1.410281   1.493056
250.685343   1.412843   1.500939
250.775388   1.415398   1.508785
250.865433   1.417945   1.516594
250.955478   1.420485   1.524367
251.045523   1.423018   1.532103
251.135568   1.425543   1.539802
251.225613   1.428060   1.547466
251.315658   1.430570   1.555092
251.405703   1.433073   1.562682
251.495748   1.435567   1.570236
251.585793   1.438054   1.577753
251.675838   1.440533   1.585233
251.765883   1.443005   1.592677
251.855928   1.445468   1.600085
251.945973   1.447923   1.607456
252.036018   1.450371   1.614790
252.126063   1.452810   1.622088
252.216108   1.455241   1.629349
252.306153   1.457664   1.636574
252.396198   1.460078   1.643762
252.486243   1.462485   1.650913
252.576288   1.464883   1.658029
252.666333   1.467272   1.665107
252.756378   1.469653   1.672149
252.846423   1.472026   1.679155
252.936468   1.474390   1.686124
253.026513   1.476745   1.693056
253.116558   1.479092   1.699952
253.206603   1.481430   1.706811
253.296648   1.483759   1.713634
253.386693   1.486079   1.720420
253.476738   1.488391   1.727170
253.566783   1.490693   1.733883
253.656828   1.492987   1.740560
253.746873   1.495271   1.747200
253.836918   1.497546   1.753803
253.926963   1.499813   1.760370
254.017009   1.502070   1.766900
254.107054   1.504317   1.773394
254.197099   1.506556   1.779851
254.287144   1.508785   1.786272
254.377189   1.511004   1.792656
254.467234   1.513214   1.799004
254.557279   1.515415   1.805315
254.647324   1.517606   1.811589
254.737369   1.519787   1.817827
254.827414   1.521959   1.824029
254.917459   1.524121   1.830193
255.007504   1.526273   1.836322
255.097549   1.528415   1.842413
255.187594   1.530548   1.848468
255.277639   1.532670   1.854487
255.367684   1.534783   1.860469
255.457729   1.536885   1.866414
255.547774   1.538977   1.872323
255.637819   1.541060   1.878195
255.727864   1.543132   1.884030
255.817909   1.545194   1.889829
255.907954   1.547245   1.895592
255.997999   1.549287   1.901318
256.088044   1.551318   1.907007
256.178089   1.553338   1.912660
256.268134   1.555348   1.918276
256.358179   1.557347   1.923855
256.448224   1.559336   1.929398
256.538269   1.561315   1.934904
256.628314   1.563282   1.940374
256.718359   1.565239   1.945807
256.808404   1.567185   1.951204
256.898449   1.569121   1.956564
256.988494   1.571045   1.961887
257.078539   1.572959   1.967174
257.168584   1.574862   1.972424
257.258629   1.576753   1.977637
257.348674   1.578634   1.982814
257.438719   1.580503   1.987954
257.528764   1.582362   1.993058
257.618809   1.584209   1.998125
257.708854   1.586045   2.003155
257.798899   1.587870   2.008149
257.888944   1.589683   2.013106
257.978990   1.591486   2.018027
258.069035   1.593276   2.022911
258.159080   1.595056   2.027758
258.249125   1.596823   2.032569
258.339170   1.598580   2.037343
258.429215   1.600324   2.042080
258.519260   1.602058   2.046781
258.609305   1.603779   2.051445
258.699350   1.605489   2.056073
258.789395   1.607187   2.060664
258.879440   1.608873   2.065218
258.969485   1.610548   2.069736
259.059530   1.612210   2.074217
259.149575   1.613861   2.078661
259.239620   1.615500   2.083069
259.329665   1.617126   2.087440
259.419710   1.618741   2.091774
259.509755   1.620344   2.096072
259.599800   1.621934   2.100333
259.689845   1.623513   2.104557
259.779890   1.625079   2.108745
259.869935   1.626633   2.112896
259.959980   1.628175   2.117010
260.050025   1.629704   2.121088
260.140070   1.631221   2.125129
260.230115   1.632726   2.129134
260.320160   1.634219   2.133101
260.410205   1.635699   2.137033
260.500250   1.637166   2.140927
260.590295   1.638621   2.144785
260.680340   1.640063   2.148606
260.770385   1.641493   2.152390
260.860430   1.642910   2.156138
260.950475   1.644315   2.159849
261.040520   1.645706   2.163523
261.130565   1.647085   2.167161
261.220610   1.648452   2.170762
261.310655   1.649805   2.174326
261.400700   1.651146   2.177854
261.490745   1.652474   2.181345
261.580790   1.653788   2.184799
261.670835   1.655090   2.188217
261.760880   1.656379   2.191598
261.850925   1.657655   2.194942
261.940970   1.658918   2.198249
262.031016   1.660168   2.201520
262.121061   1.661405   2.204754
262.211106   1.662628   2.207952
262.301151   1.663839   2.211112
262.391196   1.665036   2.214236
262.481241   1.666220   2.217323
262.571286   1.667391   2.220374
262.661331   1.668548   2.223388
262.751376   1.669692   2.226365
262.841421   1.670823   2.229305
262.931466   1.671941   2.232209
263.021511   1.673045   2.235076
263.111556   1.674136   2.237906
263.201601   1.675213   2.240700
263.291646   1.676277   2.243457
263.381691   1.677327   2.246177
263.471736   1.678363   2.248860
263.561781   1.679387   2.251507
263.651826   1.680396   2.254117
263.741871   1.681392   2.256690
263.831916   1.682374   2.259226
263.921961   1.683343   2.261726
264.012006   1.684298   2.264189
264.102051   1.685239   2.266615
264.192096   1.686167   2.269005
264.282141   1.687080   2.271358
264.372186   1.687980   2.273674
264.462231   1.688867   2.275953
264.552276   1.689739   2.278196
264.642321   1.690597   2.280402
264.732366   1.691442   2.282571
264.822411   1.692273   2.284703
264.912456   1.693089   2.286799
265.002501   1.693892   2.288858
265.092546   1.694681   2.290880
265.182591   1.695456   2.292865
265.272636   1.696217   2.294814
265.362681   1.696964   2.296726
265.452726   1.697697   2.298601
265.542771   1.698415   2.300439
265.632816   1.699120   2.302241
265.722861   1.699811   2.304006
265.812906   1.700487   2.305734
265.902951   1.701150   2.307426
265.992997   1.701798   2.309080
266.083042   1.702432   2.310698
266.173087   1.703052   2.312279
266.263132   1.703658   2.313824
266.353177   1.704249   2.315331
266.443222   1.704827   2.316802
266.533267   1.705390   2.318236
266.623312   1.705938   2.319633
266.713357   1.706473   2.320994
266.803402   1.706993   2.322318
266.893447   1.707499   2.323605
266.983492   1.707991   2.324855
267.073537   1.708468   2.326069
267.163582   1.708931   2.327245
267.253627   1.709380   2.328385
267.343672   1.709814   2.329489
267.433717   1.710234   2.330555
267.523762   1.710639   2.331585
267.613807   1.711031   2.332578
267.703852   1.711407   2.333534
267.793897   1.711770   2.334453
267.883942   1.712117   2.335336
267.973987   1.712451   2.336181
268.064032   1.712770   2.336991
268.154077   1.713075   2.337763
268.244122   1.713365   2.338498
268.334167   1.713640   2.339197
268.424212   1.713902   2.339859
268.514257   1.714148   2.340484
268.604302   1.714381   2.341073
268.694347   1.714598   2.341624
268.784392   1.714802   2.342139
268.874437   1.714991   2.342617
268.964482   1.715165   2.343059
269.054527   1.715325   2.343463
269.144572   1.715470   2.343831
269.234617   1.715601   2.344162
269.324662   1.715717   2.344456
269.414707   1.715818   2.344713
269.504752   1.715906   2.344934
269.594797   1.715978   2.345118
269.684842   1.716036   2.345265
269.774887   1.716080   2.345375
269.864932   1.716109   2.345449
269.954977   1.716124   2.345486
270.045023   1.716124   2.345486
270.135068   1.716109   2.345449
270.225113   1.716080   2.345375
270.315158   1.716036   2.345265
270.405203   1.715978   2.345118
270.495248   1.715906   2.344934
270.585293   1.715818   2.344713
270.675338   1.715717   2.344456
270.765383   1.715601   2.344162
270.855428   1.715470   2.343831
270.945473   1.715325   2.343463
271.035518   1.715165   2.343059
271.125563   1.714991   2.342617
271.215608   1.714802   2.342139
271.305653   1.714598   2.341624
271.395698   1.714381   2.341073
271.485743   1.714148   2.340484
271.575788   1.713902   2.339859
271.665833   1.713640   2.339197
271.755878   1.713365   2.338498
271.845923   1.713075   2.337763
271.935968   1.712770   2.336991
272.026013   1.712451   2.336181
272.116058   1.712117   2.335336
272.206103   1.711770   2.334453
272.296148   1.711407   2.333534
272.386193   1.711031   2.332578
272.476238   1.710639   2.331585
272.566283   1.710234   2.330555
272.656328   1.709814   2.329489
272.746373   1.709380   2.328385
272.836418   1.708931   2.327245
272.926463   1.708468   2.326069
273.016508   1.707991   2.324855
273.106553   1.707499   2.323605
273.196598   1.706993   2.322318
273.286643   1.706473   2.320994
273.376688   1.705938   2.319633
273.466733   1.705390   2.318236
273.556778   1.704827   2.316802
273.646823   1.704249   2.315331
273.736868   1.703658   2.313824
273.826913   1.703052   2.312279
273.916958   1.702432   2.310698
274.007003   1.701798   2.309080
274.097049   1.701150   2.307426
274.187094   1.700487   2.305734
274.277139   1.699811   2.304006
274.367184   1.699120   2.302241
274.457229   1.698415   2.300439
274.547274   1.697697   2.298601
274.637319   1.696964   2.296726
274.727364   1.696217   2.294814
274.817409   1.695456   2.292865
274.907454   1.694681   2.290880
274.997499   1.693892   2.288858
275.087544   1.693089   2.286799
275.177589   1.692273   2.284703
275.267634   1.691442   2.282571
275.357679   1.690597   2.280402
275.447724   1.689739   2.278196
275.537769   1.688867   2.275953
275.627814   1.687980   2.273674
275.717859   1.687080   2.271358
275.807904   1.686167   2.269005
275.897949   1.685239   2.266615
275.987994   1.684298   2.264189
276.078039   1.683343   2.261726
276.168084   1.682374   2.259226
276.258129   1.681392   2.256690
276.348174   1.680396   2.254117
276.438219   1.679387   2.251507
276.528264   1.678363   2.248860
276.618309   1.677327   2.246177
276.708354   1.676277   2.243457
276.798399   1.675213   2.240700
276.888444   1.674136   2.237906
276.978489   1.673045   2.235076
277.068534   1.671941   2.232209
277.158579   1.670823   2.229305
277.248624   1.669692   2.226365
277.338669   1.668548   2.223388
277.428714   1.667391   2.220374
277.518759   1.666220   2.217323
277.608804   1.665036   2.214236
277.698849   1.663839   2.211112
277.788894   1.662628   2.207952
277.878939   1.661405   2.204754
277.968984   1.660168   2.201520
278.059030   1.658918   2.198249
278.149075   1.657655   2.194942
278.239120   1.656379   2.191598
278.329165   1.655090   2.188217
278.419210   1.653788   2.184799
278.509255   1.652474   2.181345
278.599300   1.651146   2.177854
278.689345   1.649805   2.174326
278.779390   1.648452   2.170762
278.869435   1.647085   2.167161
278.959480   1.645706   2.163523
279.049525   1.644315   2.159849
279.139570   1.642910   2.156138
279.229615   1.641493   2.152390
279.319660   1.640063   2.148606
279.409705   1.638621   2.144785
279.499750   1.637166   2.140927
279.589795   1.635699   2.137033
279.679840   1.634219   2.133101
279.769885   1.632726   2.129134
279.859930   1.631221   2.125129
279.949975   1.629704   2.121088
280.040020   1.628175   2.117010
280.130065   1.626633   2.112896
280.220110   1.625079   2.108745
280.310155   1.623513   2.104557
280.400200   1.621934   2.100333
280.490245   1.620344   2.096072
280.580290   1.618741   2.091774
280.670335   1.617126   2.087440
280.760380   1.615500   2.083069
280.850425   1.613861   2.078661
280.940470   1.612210   2.074217
281.030515   1.610548   2.069736
281.120560   1.608873   2.065218
281.210605   1.607187   2.060664
281.300650   1.605489   2.056073
281.390695   1.603779   2.051445
281.480740   1.602058   2.046781
281.570785   1.600324   2.042080
281.660830   1.598580   2.037343
281.750875   1.596823   2.032569
281.840920   1.595056   2.027758
281.930965   1.593276   2.022911
282.021010   1.591486   2.018027
282.111056   1.589683   2.013106
282.201101   1.587870   2.008149
282.291146   1.586045   2.003155
282.381191   1.584209   1.998125
282.471236   1.582362   1.993058
282.561281   1.580503   1.987954
282.651326   1.578634   1.982814
282.741371   1.576753   1.977637
282.831416   1.574862   1.972424
282.921461   1.572959   1.967174
283.011506   1.571045   1.961887
283.101551   1.569121   1.956564
283.191596   1.567185   1.951204
283.281641   1.565239   1.945807
283.371686   1.563282   1.940374
283.461731   1.561315   1.934904
283.551776   1.559336   1.929398
283.641821   1.557347   1.923855
283.731866   1.555348   1.918276
283.821911   1.553338   1.912660
283.911956   1.551318   1.907007
284.002001   1.549287   1.901318
284.092046   1.547245   1.895592
284.182091   1.545194   1.889829
284.272136   1.543132   1.884030
284.362181   1.541060   1.878195
284.452226   1.538977   1.872323
284.542271   1.536885   1.866414
284.632316   1.534783   1.860469
284.722361   1.532670   1.854487
284.812406   1.530548   1.848468
284.902451   1.528415   1.842413
284.992496   1.526273   1.836322
285.082541   1.524121   1.830193
285.172586   1.521959   1.824029
285.262631   1.519787   1.817827
285.352676   1.517606   1.811589
285.442721   1.515415   1.805315
285.532766   1.513214   1.799004
285.622811   1.511004   1.792656
285.712856   1.508785   1.786272
285.802901   1.506556   1.779851
285.892946   1.504317   1.773394
285.982991   1.502070   1.766900
286.073037   1.499813   1.760370
286.163082   1.497546   1.753803
286.253127   1.495271   1.747200
286.343172   1.492987   1.740560
286.433217   1.490693   1.733883
286.523262   1.488391   1.727170
286.613307   1.486079   1.720420
286.703352   1.483759   1.713634
286.793397   1.481430   1.706811
286.883442   1.479092   1.699952
286.973487   1.476745   1.693056
287.063532   1.474390   1.686124
287.153577   1.472026   1.679155
287.243622   1.469653   1.672149
287.333667   1.467272   1.665107
287.423712   1.464883   1.658029
287.513757   1.462485   1.650913
287.603802   1.460078   1.643762
287.693847   1.457664   1.636574
287.783892   1.455241   1.629349
287.873937   1.452810   1.622088
287.963982   1.450371   1.614790
288.054027   1.447923   1.607456
288.144072   1.445468   1.600085
288.234117   1.443005   1.592677
288.324162   1.440533   1.585233
288.414207   1.438054   1.577753
288.504252   1.435567   1.570236
288.594297   1.433073   1.562682
288.684342   1.430570   1.555092
288.774387   1.428060   1.547466
288.864432   1.425543   1.539802
288.954477   1.423018   1.532103
289.044522   1.420485   1.524367
289.134567   1.417945   1.516594
289.224612   1.415398   1.508785
289.314657   1.412843   1.500939
289.404702   1.410281   1.493056
289.494747   1.407712   1.485137
289.584792   1.405135   1.477182
289.674837   1.402552   1.469190
289.764882   1.399962   1.461162
289.854927   1.397364   1.453097
289.944972   1.394760   1.444995
290.035017   1.392149   1.436857
290.125063   1.389531   1.428682
290.215108   1.386906   1.420471
290.305153   1.384275   1.412224
290.395198   1.381637   1.403939
290.485243   1.378992   1.395619
290.575288   1.376341   1.387261
290.665333   1.373684   1.378867
290.755378   1.371020   1.370437
290.845423   1.368349   1.361970
290.935468   1.365673   1.353467
291.025513   1.362990   1.344927
291.115558   1.360301   1.336350
291.205603   1.357606   1.327737
291.295648   1.354905   1.319087
291.385693   1.352197   1.310401
291.475738   1.349484   1.301678
291.565783   1.346765   1.292919
291.655828   1.344040   1.284123
291.745873   1.341310   1.275291
291.835918   1.338573   1.266422
291.925963   1.335831   1.257516
292.016008   1.333084   1.248574
292.106053   1.330331   1.239596
292.196098   1.327572   1.230580
292.286143   1.324808   1.221529
292.376188   1.322038   1.212440
292.466233   1.319263   1.203315
292.556278   1.316483   1.194154
292.646323   1.313698   1.184956
292.736368   1.310908   1.175721
292.826413   1.308112   1.166450
292.916458   1.305312   1.157142
293.006503   1.302506   1.147798
293.096548   1.299696   1.138417
293.186593   1.296880   1.128999
293.276638   1.294060   1.119545
293.366683   1.291235   1.110054
293.456728   1.288406   1.100527
293.546773   1.285572   1.090963
293.636818   1.282733   1.081362
293.726863   1.279890   1.071725
293.816908   1.277042   1.062051
293.906953   1.274190   1.052341
293.996998   1.271333   1.042594
294.087044   1.268472   1.032810
294.177089   1.265607   1.022990
294.267134   1.262738   1.013133
294.357179   1.259865   1.003239
294.447224   1.256987   0.993309
294.537269   1.254106   0.983342
294.627314   1.251221   0.973339
294.717359   1.248331   0.963299
294.807404   1.245438   0.953222
294.897449   1.242541   0.943108
294.987494   1.239641   0.932958
295.077539   1.236736   0.922772
295.167584   1.233829   0.912548
295.257629   1.230917   0.902288
295.347674   1.228002   0.891991
295.437719   1.225084   0.881658
295.527764   1.222162   0.871287
295.617809   1.219237   0.860880
295.707854   1.216308   0.850437
295.797899   1.213377   0.839956
295.887944   1.210442   0.829439
295.977989   1.207504   0.818886
296.068034   1.204563   0.808295
296.158079   1.201619   0.797668
296.248124   1.198672   0.787004
296.338169   1.195722   0.776303
296.428214   1.192770   0.765565
296.518259   1.189814   0.754791
296.608304   1.186856   0.743980
296.698349   1.183895   0.733132
296.788394   1.180932   0.722248
296.878439   1.177966   0.711326
296.968484   1.174997   0.700368
297.058529   1.172026   0.689373
297.148574   1.169053   0.678341
297.238619   1.166077   0.667272
297.328664   1.163099   0.656167
297.418709   1.160119   0.645025
297.508754   1.157136   0.633845
297.598799   1.154152   0.622629
297.688844   1.151165   0.611376
297.778889   1.148177   0.600087
297.868934   1.145186   0.588760
297.958979   1.142193   0.577396
298.049024   1.139199   0.565996
298.139070   1.136203   0.554559
298.229115   1.133205   0.543084
298.319160   1.130205   0.531573
298.409205   1.127204   0.520025
298.499250   1.124201   0.508440
298.589295   1.121197   0.496818
298.679340   1.118191   0.485159
298.769385   1.115183   0.473463
298.859430   1.112175   0.461730
298.949475   1.109165   0.449960
299.039520   1.106153   0.438153
299.129565   1.103141   0.426309
299.219610   1.100127   0.414428
299.309655   1.097112   0.402510
299.399700   1.094096   0.390555
299.489745   1.091079   0.378562
299.579790   1.088061   0.366533
299.669835   1.085042   0.354467
299.759880   1.082023   0.342363
299.849925   1.079002   0.330223
299.939970   1.075981   0.318045
300.030015   1.072959   0.305830
300.120060   1.069936   0.293578
300.210105   1.066913   0.281289
300.300150   1.063889   0.268962
300.390195   1.060864   0.256599
300.480240   1.057840   0.244198
300.570285   1.054814   0.231760
300.660330   1.051789   0.219285
300.750375   1.048763   0.206772
300.840420   1.045737   0.194223
300.930465   1.042710   0.181636
301.020510   1.039683   0.169011
301.110555   1.036657   0.156350
301.200600   1.033630   0.143651
301.290645   1.030603   0.130915
301.380690   1.027576   0.118141
301.470735   1.024550   0.105330
301.560780   1.021523   0.092482
301.650825   1.018497   0.079596
301.740870   1.015470   0.066673
301.830915   1.012444   0.053712
301.920960   1.009419   0.040714
302.011005   1.006394   0.027678
302.101051   1.003369   0.014605
302.191096   1.000344   0.001495
302.281141   0.997320   -0.011654
302.371186   0.994297   -0.024839
302.461231   0.991274   -0.038062
302.551276   0.988252   -0.051323
302.641321   0.985230   -0.064622
302.731366   0.982210   -0.077958
302.821411   0.979190   -0.091331
302.911456   0.976171   -0.104743
303.001501   0.973152   -0.118192
303.091546   0.970135   -0.131678
303.181591   0.967119   -0.145203
303.271636   0.964103   -0.158765
303.361681   0.961089   -0.172365
303.451726   0.958076   -0.186002
303.541771   0.955063   -0.199678
303.631816   0.952052   -0.213391
303.721861   0.949043   -0.227142
303.811906   0.946034   -0.240931
303.901951   0.943027   -0.254758
303.991996   0.940021   -0.268623
304.082041   0.937017   -0.282526
304.172086   0.934014   -0.296467
304.262131   0.931012   -0.310445
304.352176   0.928012   -0.324462
304.442221   0.925014   -0.338517
304.532266   0.922017   -0.352610
304.622311   0.919022   -0.366741
304.712356   0.916029   -0.380910
304.802401   0.913037   -0.395117
304.892446   0.910047   -0.409362
304.982491   0.907059   -0.423646
305.072536   0.904073   -0.437967
305.162581   0.901088   -0.452327
305.252626   0.898106   -0.466726
305.342671   0.895125   -0.481162
305.432716   0.892147   -0.495637
305.522761   0.889170   -0.510150
305.612806   0.886196   -0.524702
305.702851   0.883224   -0.539292
305.792896   0.880254   -0.553920
305.882941   0.877286   -0.568587
305.972986   0.874321   -0.583292
306.063031   0.871358   -0.598036
306.153077   0.868397   -0.612819
306.243122   0.865438   -0.627640
306.333167   0.862482   -0.642499
306.423212   0.859528   -0.657398
306.513257   0.856577   -0.672335
306.603302   0.853629   -0.687310
306.693347   0.850683   -0.702325
306.783392   0.847739   -0.717378
306.873437   0.844798   -0.732470
306.963482   0.841860   -0.747601
307.053527   0.838925   -0.762771
307.143572   0.835992   -0.777979
307.233617   0.833062   -0.793227
307.323662   0.830135   -0.808513
307.413707   0.827211   -0.823839
307.503752   0.824289   -0.839204
307.593797   0.821371   -0.854607
307.683842   0.818455   -0.870050
307.773887   0.815543   -0.885532
307.863932   0.812633   -0.901053
307.953977   0.809727   -0.916614
308.044022   0.806824   -0.932214
308.134067   0.803924   -0.947853
308.224112   0.801027   -0.963531
308.314157   0.798133   -0.979249
308.404202   0.795242   -0.995006
308.494247   0.792355   -1.010803
308.584292   0.789471   -1.026639
308.674337   0.786590   -1.042515
308.764382   0.783713   -1.058430
308.854427   0.780839   -1.074385
308.944472   0.777968   -1.090380
309.034517   0.775101   -1.106414
309.124562   0.772238   -1.122489
309.214607   0.769378   -1.138603
309.304652   0.766522   -1.154756
309.394697   0.763669   -1.170950
309.484742   0.760819   -1.187184
309.574787   0.757974   -1.203457
309.664832   0.755132   -1.219771
309.754877   0.752294   -1.236125
309.844922   0.749459   -1.252519
309.934967   0.746629   -1.268953
310.025012   0.743802   -1.285427
310.115058   0.740979   -1.301942
310.205103   0.738160   -1.318497
310.295148   0.735344   -1.335092
310.385193   0.732533   -1.351728
310.475238   0.729726   -1.368404
310.565283   0.726922   -1.385121
310.655328   0.724123   -1.401878
310.745373   0.721327   -1.418676
310.835418   0.718536   -1.435515
310.925463   0.715749   -1.452394
311.015508   0.712966   -1.469315
311.105553   0.710187   -1.486276
311.195598   0.707412   -1.503278
311.285643   0.704641   -1.520320
311.375688   0.701875   -1.537404
311.465733   0.699112   -1.554529
311.555778   0.696355   -1.571695
311.645823   0.693601   -1.588903
311.735868   0.690852   -1.606151
311.825913   0.688107   -1.623441
311.915958   0.685366   -1.640772
312.006003   0.682630   -1.658145
312.096048   0.679899   -1.675559
312.186093   0.677171   -1.693015
312.276138   0.674449   -1.710512
312.366183   0.671730   -1.728051
312.456228   0.669017   -1.745631
312.546273   0.666307   -1.763254
312.636318   0.663603   -1.780918
312.726363   0.660903   -1.798624
312.816408   0.658207   -1.816372
312.906453   0.655517   -1.834163
312.996498   0.652831   -1.851995
313.086543   0.650149   -1.869870
313.176588   0.647473   -1.887787
313.266633   0.644801   -1.905746
313.356678   0.642133   -1.923747
313.446723   0.639471   -1.941791
313.536768   0.636813   -1.959878
313.626813   0.634161   -1.978007
313.716858   0.631513   -1.996179
313.806903   0.628870   -2.014394
313.896948   0.626231   -2.032651
313.986993   0.623598   -2.050951
314.077038   0.620970   -2.069295
314.167084   0.618346   -2.087681
314.257129   0.615728   -2.106111
314.347174   0.613115   -2.124584
314.437219   0.610506   -2.143100
314.527264   0.607903   -2.161659
314.617309   0.605304   -2.180262
314.707354   0.602711   -2.198908
314.797399   0.600123   -2.217598
314.887444   0.597540   -2.236332
314.977489   0.594962   -2.255110
315.067534   0.592389   -2.273931
315.157579   0.589821   -2.292796
315.247624   0.587259   -2.311706
315.337669   0.584701   -2.330659
315.427714   0.582149   -2.349657
315.517759   0.579602   -2.368699
315.607804   0.577061   -2.387785
315.697849   0.574524   -2.406916
315.787894   0.571993   -2.426091
315.877939   0.569467   -2.445311
315.967984   0.566947   -2.464576
316.058029   0.564432   -2.483886
316.148074   0.561922   -2.503240
316.238119   0.559417   -2.522640
316.328164   0.556918   -2.542084
316.418209   0.554425   -2.561574
316.508254   0.551936   -2.581110
316.598299   0.549454   -2.600690
316.688344   0.546976   -2.620316
316.778389   0.544504   -2.639988
316.868434   0.542038   -2.659706
316.958479   0.539577   -2.679469
317.048524   0.537121   -2.699278
317.138569   0.534671   -2.719134
317.228614   0.532227   -2.739035
317.318659   0.529788   -2.758983
317.408704   0.527354   -2.778977
317.498749   0.524926   -2.799017
317.588794   0.522504   -2.819104
317.678839   0.520087   -2.839238
317.768884   0.517676   -2.859418
317.858929   0.515271   -2.879646
317.948974   0.512871   -2.899920
318.039019   0.510477   -2.920242
318.129065   0.508088   -2.940610
318.219110   0.505705   -2.961027
318.309155   0.503328   -2.981490
318.399200   0.500956   -3.002001
318.489245   0.498590   -3.022560
318.579290   0.496230   -3.043167
318.669335   0.493876   -3.063822
318.759380   0.491527   -3.084525
318.849425   0.489184   -3.105276
318.939470   0.486847   -3.126075
319.029515   0.484516   -3.146923
319.119560   0.482190   -3.167819
319.209605   0.479870   -3.188764
319.299650   0.477556   -3.209758
319.389695   0.475248   -3.230801
319.479740   0.472945   -3.251894
319.569785   0.470648   -3.273035
319.659830   0.468357   -3.294226
319.749875   0.466072   -3.315466
319.839920   0.463793   -3.336756
319.929965   0.461520   -3.358096
320.020010   0.459252   -3.379485
320.110055   0.456991   -3.400925
320.200100   0.454735   -3.422415
320.290145   0.452485   -3.443955
320.380190   0.450241   -3.465546
320.470235   0.448003   -3.487188
320.560280   0.445771   -3.508880
320.650325   0.443545   -3.530624
320.740370   0.441325   -3.552418
320.830415   0.439110   -3.574264
320.920460   0.436902   -3.596161
321.010505   0.434699   -3.618110
321.100550   0.432503   -3.640110
321.190595   0.430312   -3.662163
321.280640   0.428128   -3.684267
321.370685   0.425949   -3.706424
321.460730   0.423776   -3.728633
321.550775   0.421610   -3.750895
321.640820   0.419449   -3.773209
321.730865   0.417294   -3.795576
321.820910   0.415146   -3.817997
321.910955   0.413003   -3.840470
322.001000   0.410866   -3.862997
322.091045   0.408735   -3.885578
